edad,ingreso_mensual,total_deuda_actual,historial_crediticio,antiguedad_laboral,numero_dependientes,tipo_vivienda,proposito_credito,monto_credito,etiqueta_real,etiqueta_binaria,score_mihac,dictamen,y_pred,y_real,dti_mihac,dti_clasificacion,n_reglas_activadas,umbral_aplicado
37,26395.83,9238.54,1,2,1,Propia,Consumo,38010.0,1,1,83,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
36,10039.17,3513.71,1,0,1,Propia,Consumo,18070.5,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,80
34,14665.97,5133.09,2,0,1,Rentada,Consumo,31678.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
63,7106.94,3198.12,1,2,1,Propia,Consumo,30702.0,1,1,30,RECHAZADO,0,1,0.45,ALTO,2,85
32,8796.18,3078.66,0,8,1,Propia,Consumo,50000.0,1,1,45,RECHAZADO,0,1,0.35,MODERADO,3,85
26,7328.79,2565.08,0,2,1,Propia,Negocio,29022.0,1,1,37,RECHAZADO,0,1,0.35,MODERADO,3,85
35,11372.57,3980.4,0,5,1,Propia,Consumo,49129.5,1,1,47,RECHAZADO,0,1,0.35,MODERADO,3,85
25,9016.0,4057.2,2,5,1,Propia,Consumo,50000.0,1,1,81,REVISION_MANUAL,0,1,0.45,ALTO,4,85
44,4138.4,1448.44,0,8,1,Propia,Consumo,15519.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
23,78159.38,27355.78,0,2,1,Propia,Consumo,37516.5,1,1,38,RECHAZADO,0,1,0.35,MODERADO,2,85
26,3000.0,1050.0,2,0,1,Propia,Consumo,12610.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
57,5070.8,253.54,1,8,1,Rentada,Consumo,38031.0,1,1,83,REVISION_MANUAL,0,1,0.05,BAJO,2,85
30,3733.33,186.67,0,5,1,Propia,Consumo,10080.0,1,1,46,RECHAZADO,0,1,0.05,BAJO,3,80
44,4070.5,407.05,0,2,1,Propia,Consumo,12211.5,1,1,28,RECHAZADO,0,1,0.1,BAJO,2,80
26,14102.08,4935.73,0,8,1,Propia,Consumo,20307.0,1,1,48,RECHAZADO,0,1,0.35,MODERADO,3,85
27,54118.75,10823.75,0,2,1,Propia,Consumo,12988.5,1,1,45,RECHAZADO,0,1,0.2,BAJO,2,80
39,10315.28,3610.35,0,2,1,Rentada,Consumo,22281.0,1,1,9,RECHAZADO,0,1,0.35,MODERADO,1,85
40,3000.0,1050.0,0,5,1,Propia,Consumo,16642.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
28,19293.75,3858.75,0,8,1,Propia,Consumo,13891.5,1,1,57,RECHAZADO,0,1,0.2,BAJO,3,80
42,13351.04,4672.86,1,8,1,Familiar,Consumo,50000.0,1,1,83,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
36,13766.67,1376.67,0,2,1,Propia,Consumo,24780.0,1,1,34,RECHAZADO,0,1,0.1,BAJO,2,85
32,11389.58,3986.35,2,2,1,Familiar,Consumo,49203.0,1,1,78,REVISION_MANUAL,0,1,0.35,MODERADO,1,85
20,3000.0,1050.0,0,2,1,Rentada,Consumo,6142.5,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,80
54,3946.25,986.56,2,0,1,Propia,Consumo,23677.5,1,1,60,RECHAZADO,0,1,0.25,MODERADO,3,85
37,4263.0,1492.05,0,5,1,Propia,Consumo,6394.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
40,19847.92,6946.77,0,0,1,Propia,Consumo,14290.5,1,1,5,RECHAZADO,0,1,0.35,MODERADO,3,80
36,4900.0,1225.0,0,8,1,Familiar,Consumo,7350.0,1,1,32,RECHAZADO,0,1,0.25,MODERADO,2,80
44,13385.07,4684.77,0,8,1,Familiar,Emergencia,50000.0,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,85
31,4289.6,857.92,0,2,1,Propia,Educacion,16086.0,1,1,38,RECHAZADO,0,1,0.2,BAJO,3,80
42,32878.12,11507.34,0,5,1,Propia,Consumo,15781.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
41,6436.11,2252.64,1,0,1,Propia,Consumo,6951.0,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
41,5260.5,1841.18,0,2,1,Rentada,Consumo,15781.5,1,1,6,RECHAZADO,0,1,0.35,MODERADO,1,80
25,5433.75,1358.44,2,0,1,Propia,Consumo,32602.5,1,1,61,RECHAZADO,0,1,0.25,MODERADO,3,85
75,9618.0,2404.5,1,0,1,Propia,Consumo,14427.0,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,80
37,11705.56,4096.95,0,8,1,Propia,Consumo,37926.0,1,1,47,RECHAZADO,0,1,0.35,MODERADO,3,85
45,44464.58,17785.83,2,0,1,Propia,Consumo,32014.5,1,1,77,REVISION_MANUAL,0,1,0.4,ALTO,4,85
60,3556.0,1244.6,0,8,1,Familiar,Consumo,21336.0,1,1,29,RECHAZADO,0,1,0.35,MODERADO,2,85
61,4392.5,1537.38,0,8,1,Propia,Consumo,13177.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,3,80
37,3538.5,1238.47,0,2,1,Propia,Consumo,21231.0,1,1,22,RECHAZADO,0,1,0.35,MODERADO,2,85
35,16147.4,4036.85,0,5,1,Familiar,Consumo,50000.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,85
23,3486.0,871.5,0,5,1,Propia,Emergencia,10458.0,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,80
27,6982.5,1396.5,0,0,1,Propia,Consumo,20947.5,1,1,2,RECHAZADO,0,1,0.2,BAJO,3,85
49,5187.0,1815.45,1,8,1,Familiar,Consumo,31122.0,1,1,67,REVISION_MANUAL,0,1,0.35,MODERADO,1,85
29,9960.42,4482.19,1,0,1,Propia,Consumo,7171.5,1,1,14,RECHAZADO,0,1,0.45,ALTO,4,80
37,8246.0,2886.1,0,2,1,Propia,Negocio,49476.0,1,1,37,RECHAZADO,0,1,0.35,MODERADO,3,85
23,3774.65,754.93,0,5,1,Rentada,Consumo,16306.5,1,1,33,RECHAZADO,0,1,0.2,BAJO,2,80
34,9398.96,469.95,0,8,1,Propia,Consumo,27069.0,1,1,50,RECHAZADO,0,1,0.05,BAJO,3,85
38,11577.22,4052.03,0,5,1,Propia,Consumo,50000.0,1,1,47,RECHAZADO,0,1,0.35,MODERADO,3,85
26,19807.81,4951.95,2,0,1,Rentada,Consumo,50000.0,1,1,62,RECHAZADO,0,1,0.25,MODERADO,3,85
22,3000.0,1050.0,1,2,1,Propia,Negocio,8463.0,1,1,79,REVISION_MANUAL,0,1,0.35,MODERADO,3,80
24,16263.33,7318.5,0,5,1,Propia,Consumo,29274.0,1,1,18,RECHAZADO,0,1,0.45,ALTO,4,85
33,4683.68,1170.92,0,2,1,Propia,Educacion,20233.5,1,1,33,RECHAZADO,0,1,0.25,MODERADO,3,85
27,3000.0,1050.0,2,0,1,Propia,Educacion,9838.5,1,1,79,REVISION_MANUAL,0,1,0.35,MODERADO,5,80
49,68337.5,30751.87,0,0,1,Propia,Consumo,32802.0,1,1,0,RECHAZADO,0,1,0.45,ALTO,4,85
36,27212.5,9524.38,0,2,1,Rentada,Consumo,29389.5,1,1,20,RECHAZADO,0,1,0.35,MODERADO,1,85
21,4511.5,1579.02,1,2,1,Propia,Consumo,13534.5,1,1,66,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
58,3000.0,1050.0,0,5,1,Propia,Consumo,4042.5,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,80
42,3438.75,859.69,0,2,1,Rentada,Consumo,20632.5,1,1,4,RECHAZADO,0,1,0.25,MODERADO,1,85
32,42251.56,14788.05,0,2,1,Familiar,Negocio,40561.5,1,1,37,RECHAZADO,0,1,0.35,MODERADO,2,85
23,5355.0,1874.25,2,0,1,Propia,Consumo,13387.5,1,1,69,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
22,4949.0,742.35,1,2,1,Propia,Consumo,29694.0,1,1,61,RECHAZADO,0,1,0.15,BAJO,1,85
74,11000.69,3850.24,0,2,1,Propia,Negocio,47523.0,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,85
33,4785.67,1674.98,2,0,1,Propia,Consumo,21535.5,1,1,60,RECHAZADO,0,1,0.35,MODERADO,3,85
29,6714.0,1007.1,1,0,1,Propia,Consumo,35248.5,1,1,36,RECHAZADO,0,1,0.15,BAJO,2,85
22,39725.0,17876.25,1,2,1,Rentada,Consumo,38136.0,1,1,35,RECHAZADO,0,1,0.45,ALTO,2,85
27,13353.96,3338.49,0,2,1,Familiar,Consumo,50000.0,1,1,14,RECHAZADO,0,1,0.25,MODERADO,1,85
37,160825.0,56288.75,0,2,1,Rentada,Consumo,38598.0,1,1,22,RECHAZADO,0,1,0.35,MODERADO,1,85
27,15216.67,5325.83,0,5,1,Propia,Negocio,38346.0,1,1,61,RECHAZADO,0,1,0.35,MODERADO,4,85
22,6503.0,2276.05,1,0,1,Rentada,Consumo,19509.0,1,1,21,RECHAZADO,0,1,0.35,MODERADO,2,80
36,4042.0,404.2,0,2,1,Propia,Consumo,42441.0,1,1,28,RECHAZADO,0,1,0.1,BAJO,2,85
28,13343.75,4670.31,1,2,1,Propia,Consumo,38430.0,1,1,74,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
23,4043.2,1010.8,2,0,1,Propia,Consumo,15162.0,1,1,68,REVISION_MANUAL,0,1,0.25,MODERADO,4,80
21,22827.29,7989.55,0,5,1,Propia,Consumo,50000.0,1,1,52,RECHAZADO,0,1,0.35,MODERADO,3,85
34,5225.5,1828.92,2,0,1,Propia,Consumo,15676.5,1,1,70,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
33,3239.25,1133.74,0,5,1,Propia,Consumo,19435.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
32,4386.67,1535.33,0,5,1,Propia,Consumo,19740.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
32,13367.08,4678.48,0,2,1,Propia,Consumo,48121.5,1,1,29,RECHAZADO,0,1,0.35,MODERADO,2,85
50,6541.5,2289.52,1,5,1,Familiar,Educacion,50000.0,1,1,78,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
35,4105.5,1436.92,0,5,1,Propia,Consumo,24633.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,85
22,74493.75,26072.81,1,0,1,Familiar,Consumo,41716.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,85
41,30921.53,10822.54,0,8,1,Propia,Consumo,50000.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
23,6304.86,2206.7,2,2,1,Rentada,Consumo,13618.5,1,1,79,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
35,7350.0,2940.0,0,0,1,Propia,Consumo,11025.0,1,1,0,RECHAZADO,0,1,0.4,ALTO,3,80
50,15268.75,5344.06,0,2,1,Propia,Educacion,10993.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,3,80
27,11049.5,4972.27,0,0,1,Propia,Consumo,50000.0,1,1,0,RECHAZADO,0,1,0.45,ALTO,4,85
47,4223.8,1478.33,0,8,1,Propia,Consumo,31678.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,85
27,10060.07,2012.01,0,2,1,Propia,Negocio,43459.5,1,1,44,RECHAZADO,0,1,0.2,BAJO,3,85
24,91000.0,9100.0,0,2,1,Propia,Consumo,21840.0,1,1,43,RECHAZADO,0,1,0.1,BAJO,2,85
26,6342.0,2219.7,0,5,1,Rentada,Consumo,47565.0,1,1,31,RECHAZADO,0,1,0.35,MODERADO,2,85
33,9012.5,3154.38,0,8,1,Propia,Consumo,50000.0,1,1,45,RECHAZADO,0,1,0.35,MODERADO,3,85
64,4172.0,1877.4,1,8,1,Rentada,Consumo,25032.0,1,1,37,RECHAZADO,0,1,0.45,ALTO,2,85
26,4708.8,1648.08,2,0,1,Propia,Consumo,15256.5,1,1,70,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
33,4138.4,1862.28,0,2,1,Propia,Consumo,15519.0,1,1,0,RECHAZADO,0,1,0.45,ALTO,3,80
47,12403.12,4341.09,0,0,1,Familiar,Consumo,50000.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,85
31,71873.96,14374.79,0,5,1,Propia,Negocio,50000.0,1,1,76,REVISION_MANUAL,0,1,0.2,BAJO,4,85
34,4568.9,1142.22,2,2,1,Familiar,Consumo,50000.0,1,1,73,REVISION_MANUAL,0,1,0.25,MODERADO,1,85
27,5657.4,1414.35,0,5,1,Propia,Consumo,14143.5,1,1,43,RECHAZADO,0,1,0.25,MODERADO,3,80
30,3339.0,667.8,0,8,1,Familiar,Consumo,30051.0,1,1,36,RECHAZADO,0,1,0.2,BAJO,2,85
25,5687.5,1990.62,0,2,1,Propia,Consumo,10237.5,1,1,24,RECHAZADO,0,1,0.35,MODERADO,2,80
29,10558.33,2111.67,2,0,1,Propia,Consumo,30408.0,1,1,79,REVISION_MANUAL,0,1,0.2,BAJO,4,85
44,206325.0,51581.25,0,0,1,Propia,Consumo,49518.0,1,1,12,RECHAZADO,0,1,0.25,MODERADO,3,85
38,20256.25,7089.69,0,0,1,Propia,Consumo,9723.0,1,1,6,RECHAZADO,0,1,0.35,MODERADO,3,80
24,4200.0,1470.0,0,2,1,Propia,Consumo,18900.0,1,1,21,RECHAZADO,0,1,0.35,MODERADO,2,80
41,3504.2,876.05,0,8,1,Propia,Negocio,26281.5,1,1,53,RECHAZADO,0,1,0.25,MODERADO,4,85
32,3932.44,1376.35,2,0,1,Propia,Negocio,26544.0,1,1,72,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
32,3000.0,600.0,0,8,1,Propia,Consumo,6604.5,1,1,46,RECHAZADO,0,1,0.2,BAJO,3,80
25,5310.67,1858.73,0,2,1,Propia,Consumo,11949.0,1,1,24,RECHAZADO,0,1,0.35,MODERADO,2,80
63,66465.0,16616.25,0,8,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.25,MODERADO,3,85
40,5983.06,1495.76,0,8,1,Propia,Consumo,32308.5,1,1,43,RECHAZADO,0,1,0.25,MODERADO,3,85
32,3511.67,1229.08,2,2,1,Familiar,Consumo,15802.5,1,1,72,REVISION_MANUAL,0,1,0.35,MODERADO,1,80
31,7651.39,1912.85,0,2,1,Propia,Consumo,33054.0,1,1,25,RECHAZADO,0,1,0.25,MODERADO,2,85
41,3645.83,546.87,0,2,1,Propia,Consumo,2625.0,1,1,27,RECHAZADO,0,1,0.15,BAJO,2,80
47,7676.67,767.67,0,2,1,Propia,Consumo,13818.0,1,1,30,RECHAZADO,0,1,0.1,BAJO,2,80
36,4648.44,232.42,0,2,1,Propia,Negocio,13387.5,1,1,40,RECHAZADO,0,1,0.05,BAJO,3,80
33,70032.81,24511.48,0,0,1,Propia,Consumo,50000.0,1,1,12,RECHAZADO,0,1,0.35,MODERADO,3,85
37,221812.5,77634.38,0,5,1,Propia,Consumo,35490.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
29,6465.28,2262.85,2,0,1,Propia,Consumo,41895.0,1,1,61,RECHAZADO,0,1,0.35,MODERADO,3,85
35,14194.44,2838.89,1,2,1,Propia,Consumo,45990.0,1,1,79,REVISION_MANUAL,0,1,0.2,BAJO,2,85
45,295793.75,103527.81,0,5,1,Propia,Consumo,50000.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
22,4345.25,651.79,1,2,1,Propia,Consumo,26071.5,1,1,61,RECHAZADO,0,1,0.15,BAJO,1,85
30,15269.69,3817.42,0,5,1,Propia,Consumo,50000.0,1,1,49,RECHAZADO,0,1,0.25,MODERADO,3,85
28,8063.46,3628.56,0,0,1,Propia,Negocio,18868.5,1,1,0,RECHAZADO,0,1,0.45,ALTO,5,80
23,43942.5,15379.87,1,0,1,Rentada,Consumo,26365.5,1,1,37,RECHAZADO,0,1,0.35,MODERADO,2,85
49,6241.67,2808.75,1,8,1,Propia,Consumo,4494.0,1,1,61,REVISION_MANUAL,0,1,0.45,ALTO,4,80
25,8079.4,2827.79,0,5,1,Propia,Consumo,50000.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
74,56831.25,19890.94,0,2,1,Propia,Consumo,13639.5,1,1,38,RECHAZADO,0,1,0.35,MODERADO,2,80
59,88287.5,22071.88,0,8,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.25,MODERADO,3,85
24,7749.0,2712.15,1,2,1,Propia,Consumo,23247.0,1,1,68,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
27,4310.25,862.05,0,5,1,Propia,Consumo,25861.5,1,1,47,RECHAZADO,0,1,0.2,BAJO,3,85
31,76151.25,19037.81,2,0,1,Rentada,Consumo,30460.5,1,1,69,REVISION_MANUAL,0,1,0.25,MODERADO,3,85
28,79121.88,27692.66,0,8,1,Rentada,Consumo,37978.5,1,1,47,RECHAZADO,0,1,0.35,MODERADO,2,85
63,12067.71,4223.7,0,8,1,Propia,Consumo,17377.5,1,1,45,RECHAZADO,0,1,0.35,MODERADO,3,80
26,10252.08,2563.02,1,8,1,Rentada,Consumo,29526.0,1,1,79,REVISION_MANUAL,0,1,0.25,MODERADO,2,85
36,40937.5,14328.12,0,8,1,Propia,Consumo,34387.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
52,3890.25,1167.08,0,8,1,Propia,Consumo,23341.5,1,1,42,RECHAZADO,0,1,0.3,MODERADO,3,85
66,10791.67,2158.33,0,0,1,Familiar,Consumo,15540.0,1,1,0,RECHAZADO,0,1,0.2,BAJO,2,80
37,4124.17,1443.46,0,5,1,Propia,Consumo,37117.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,85
25,8187.67,2865.68,1,5,1,Propia,Consumo,36844.5,1,1,79,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
38,6662.83,333.14,0,8,1,Propia,Consumo,50000.0,1,1,48,RECHAZADO,0,1,0.05,BAJO,3,85
67,18822.22,6587.78,2,0,1,Propia,Emergencia,40656.0,1,1,80,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
60,3395.0,169.75,0,8,1,Propia,Consumo,20370.0,1,1,44,RECHAZADO,0,1,0.05,BAJO,3,85
38,3000.0,750.0,0,8,1,Propia,Consumo,28885.5,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,85
27,53418.75,13354.69,0,2,1,Propia,Consumo,12820.5,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,80
22,22370.83,4474.17,2,0,1,Rentada,Consumo,24160.5,1,1,67,REVISION_MANUAL,0,1,0.2,BAJO,3,85
22,9172.92,3210.52,0,0,1,Rentada,Consumo,13209.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,80
54,3000.0,750.0,0,8,1,Propia,Consumo,7528.5,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,80
35,7228.67,1807.17,2,0,1,Propia,Consumo,16264.5,1,1,72,REVISION_MANUAL,0,1,0.25,MODERADO,4,80
54,3000.0,1050.0,0,8,1,Familiar,Educacion,16768.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
48,5817.13,2617.71,0,8,1,Rentada,Consumo,18847.5,1,1,4,RECHAZADO,0,1,0.45,ALTO,3,80
24,56070.0,19624.5,0,8,1,Propia,Consumo,44856.0,1,1,57,RECHAZADO,0,1,0.35,MODERADO,3,85
35,3416.0,854.0,0,8,1,Propia,Consumo,10248.0,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,80
24,163450.0,40862.5,2,0,1,Rentada,Consumo,50000.0,1,1,67,REVISION_MANUAL,0,1,0.25,MODERADO,3,85
26,5736.11,2007.64,2,0,1,Propia,Consumo,6195.0,1,1,71,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
65,3255.0,813.75,0,8,1,Propia,Consumo,9765.0,1,1,39,RECHAZADO,0,1,0.25,MODERADO,3,80
55,58018.75,26108.44,2,0,1,Familiar,Consumo,50000.0,1,1,42,RECHAZADO,0,1,0.45,ALTO,4,85
54,18063.89,6322.36,0,2,1,Rentada,Consumo,50000.0,1,1,14,RECHAZADO,0,1,0.35,MODERADO,1,85
24,67987.5,23795.62,0,5,1,Rentada,Consumo,16317.0,1,1,45,RECHAZADO,0,1,0.35,MODERADO,2,80
43,38541.32,13489.46,1,0,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.35,MODERADO,3,85
47,3837.75,1343.21,0,8,1,Propia,Consumo,7675.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
35,12250.0,4287.5,0,0,1,Propia,Consumo,39690.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,85
30,3204.0,1121.4,0,8,1,Propia,Consumo,16821.0,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
38,5845.88,1461.47,0,2,1,Familiar,Negocio,50000.0,1,1,21,RECHAZADO,0,1,0.25,MODERADO,2,85
44,4156.25,415.62,0,2,1,Propia,Negocio,24937.5,1,1,40,RECHAZADO,0,1,0.1,BAJO,3,85
23,39440.62,13804.22,2,0,1,Rentada,Consumo,6310.5,1,1,67,REVISION_MANUAL,0,1,0.35,MODERADO,3,80
63,5174.75,1811.16,0,8,1,Propia,Consumo,31048.5,1,1,40,RECHAZADO,0,1,0.35,MODERADO,3,85
46,4569.25,1599.24,0,8,1,Propia,Consumo,27415.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,85
28,8313.89,3325.56,0,2,1,Propia,Consumo,31426.5,1,1,17,RECHAZADO,0,1,0.4,ALTO,2,85
47,7984.67,3593.1,2,8,1,Propia,Consumo,35931.0,1,1,81,REVISION_MANUAL,0,1,0.45,ALTO,4,85
28,3000.0,1050.0,2,0,1,Propia,Consumo,13114.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
43,9824.31,2456.08,0,5,1,Propia,Consumo,42441.0,1,1,46,RECHAZADO,0,1,0.25,MODERADO,3,85
35,4118.8,1441.58,0,2,1,Familiar,Consumo,15445.5,1,1,8,RECHAZADO,0,1,0.35,MODERADO,1,80
45,26432.29,9251.3,0,8,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.35,MODERADO,3,85
33,3000.0,600.0,2,0,1,Propia,Consumo,15477.0,1,1,64,REVISION_MANUAL,0,1,0.2,BAJO,3,80
28,9360.4,3276.14,0,2,1,Familiar,Consumo,35101.5,1,1,11,RECHAZADO,0,1,0.35,MODERADO,1,85
27,10157.0,507.85,0,2,1,Propia,Consumo,50000.0,1,1,32,RECHAZADO,0,1,0.05,BAJO,2,85
32,7040.44,704.04,0,0,1,Propia,Consumo,47523.0,1,1,2,RECHAZADO,0,1,0.1,BAJO,3,85
20,12955.83,1295.58,2,2,1,Rentada,Consumo,23320.5,1,1,77,REVISION_MANUAL,0,1,0.1,BAJO,3,85
27,5574.33,2229.73,1,0,1,Propia,Consumo,25084.5,1,1,24,RECHAZADO,0,1,0.4,ALTO,2,85
42,24288.54,9715.42,0,8,1,Propia,Consumo,34975.5,1,1,45,RECHAZADO,0,1,0.4,ALTO,3,85
24,3000.0,1050.0,1,8,1,Rentada,Consumo,6846.0,1,1,72,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
40,18661.81,1866.18,0,5,1,Propia,Consumo,50000.0,1,1,56,RECHAZADO,0,1,0.1,BAJO,3,85
46,58756.25,20564.69,0,8,1,Propia,Consumo,14101.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
26,3000.0,600.0,0,5,1,Propia,Negocio,14511.0,1,1,58,RECHAZADO,0,1,0.2,BAJO,4,80
24,3000.0,750.0,2,0,1,Propia,Consumo,9177.0,1,1,67,REVISION_MANUAL,0,1,0.25,MODERADO,4,80
29,26177.08,9161.98,1,2,1,Propia,Consumo,37695.0,1,1,82,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
40,5047.64,252.38,0,2,1,Propia,Consumo,13881.0,1,1,28,RECHAZADO,0,1,0.05,BAJO,2,80
36,6287.04,2829.17,1,0,1,Familiar,Consumo,20370.0,1,1,0,RECHAZADO,0,1,0.45,ALTO,3,85
36,19664.17,4916.04,0,5,1,Propia,Consumo,50000.0,1,1,52,RECHAZADO,0,1,0.25,MODERADO,3,85
36,3053.4,763.35,0,8,1,Propia,Consumo,22900.5,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,85
65,3000.0,1050.0,0,0,1,Propia,Consumo,11529.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,80
34,4943.75,1235.94,0,5,1,Propia,Negocio,29662.5,1,1,54,RECHAZADO,0,1,0.25,MODERADO,4,85
34,7716.33,2700.72,0,8,1,Propia,Consumo,50000.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
40,16300.0,5705.0,2,0,1,Rentada,Consumo,50000.0,1,1,60,RECHAZADO,0,1,0.35,MODERADO,3,85
43,3798.67,1519.47,0,8,1,Propia,Negocio,25641.0,1,1,48,RECHAZADO,0,1,0.4,ALTO,4,85
46,5121.2,1792.42,0,8,1,Propia,Consumo,19204.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
38,7598.5,3419.32,0,2,1,Propia,Consumo,22795.5,1,1,0,RECHAZADO,0,1,0.45,ALTO,3,85
34,9398.15,3289.35,0,2,1,Propia,Consumo,50000.0,1,1,26,RECHAZADO,0,1,0.35,MODERADO,2,85
29,3000.0,750.0,0,2,1,Propia,Consumo,12274.5,1,1,22,RECHAZADO,0,1,0.25,MODERADO,2,80
31,14497.45,4349.23,0,5,1,Propia,Consumo,50000.0,1,1,49,RECHAZADO,0,1,0.3,MODERADO,3,85
28,5212.0,1824.2,1,0,1,Rentada,Consumo,27363.0,1,1,12,RECHAZADO,0,1,0.35,MODERADO,1,85
35,7738.89,386.94,0,5,1,Propia,Consumo,16716.0,1,1,49,RECHAZADO,0,1,0.05,BAJO,3,80
44,15246.88,3811.72,0,0,1,Propia,Consumo,36592.5,1,1,2,RECHAZADO,0,1,0.25,MODERADO,3,85
42,25464.93,6366.23,0,8,1,Familiar,Consumo,50000.0,1,1,46,RECHAZADO,0,1,0.25,MODERADO,2,85
20,8071.88,2825.16,1,2,1,Rentada,Consumo,11623.5,1,1,38,RECHAZADO,0,1,0.35,MODERADO,2,80
46,62895.0,22013.25,0,0,1,Propia,Consumo,37737.0,1,1,12,RECHAZADO,0,1,0.35,MODERADO,3,85
34,5196.33,1818.72,0,2,1,Propia,Consumo,46767.0,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,85
28,4239.67,1483.88,0,2,1,Propia,Consumo,19078.5,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,80
37,11155.38,1115.54,0,5,1,Propia,Consumo,50000.0,1,1,51,RECHAZADO,0,1,0.1,BAJO,3,85
21,3000.0,1050.0,0,0,1,Rentada,Consumo,11014.5,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,80
43,4704.0,1646.4,0,2,1,Propia,Consumo,14112.0,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,80
24,3057.25,1070.04,1,0,1,Propia,Consumo,18343.5,1,1,27,RECHAZADO,0,1,0.35,MODERADO,2,80
30,7933.33,2776.67,0,2,1,Propia,Consumo,12852.0,1,1,25,RECHAZADO,0,1,0.35,MODERADO,2,80
42,3000.0,300.0,0,8,1,Propia,Consumo,5481.0,1,1,46,RECHAZADO,0,1,0.1,BAJO,3,80
23,5243.0,2359.35,1,2,1,Propia,Consumo,15729.0,1,1,40,RECHAZADO,0,1,0.45,ALTO,3,80
30,14441.0,5054.35,2,0,1,Rentada,Consumo,21661.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
